Tree Number	Desc Ui	Term
A06.407.071.140.970	D015385	Zona Reticularis
A06.407.071.265	D000313	Adrenal Medulla
A06.407.312	D006066	Gonads
A06.407.312.497	D010053	Ovary
A06.407.312.497.278	D003338	Corpus Luteum
A06.407.312.497.278.400	D008184	Luteal Cells
A06.407.312.497.535	D006080	Ovarian Follicle
A06.407.312.497.535.150	D015571	Follicular Fluid
A06.407.312.497.535.300	D006107	Granulosa Cells
A06.407.312.497.535.300.500	D054885	Cumulus Cells
A06.407.312.497.535.600	D013799	Theca Cells
A06.407.312.782	D013737	Testis
A06.407.312.782.513	D007985	Leydig Cells
A06.407.414	D007515	Islets of Langerhans
A06.407.414.043	D050416	Glucagon-Secreting Cells
A06.407.414.087	D050417	Insulin-Secreting Cells
A06.407.414.587	D050418	Pancreatic Polypeptide-Secreting Cells
A06.407.414.793	D019864	Somatostatin-Secreting Cells
A06.407.560	D010280	Parathyroid Glands
A06.407.635	D010870	Pineal Gland
A06.407.691	D010913	Pituitary-Adrenal System
A06.407.747	D010902	Pituitary Gland
A06.407.747.500	D010903	Pituitary Gland, Anterior
A06.407.747.500.500	D052680	Corticotrophs
A06.407.747.500.750	D052681	Gonadotrophs
A06.407.747.500.812	D052682	Lactotrophs
A06.407.747.500.937	D052683	Somatotrophs
A06.407.747.500.968	D052684	Thyrotrophs
A06.407.747.750	D052716	Pituitary Gland, Intermediate
A06.407.747.750.500	D052717	Melanotrophs
A06.407.747.875	D010904	Pituitary Gland, Posterior
A06.407.900	D013961	Thyroid Gland
A06.688	D009490	Neurosecretory Systems
A06.688.178	D066280	Circumventricular Organs
A06.688.178.500	D031608	Area Postrema
A06.688.178.750	D008473	Median Eminence
A06.688.178.875	D010904	Pituitary Gland, Posterior
A06.688.178.937	D013351	Subcommissural Organ
A06.688.178.968	D013356	Subfornical Organ
A06.688.267	D043485	Glomus Tympanicum
A06.688.357	D007030	Hypothalamo-Hypophyseal System
A06.688.357.500	D008473	Median Eminence
A06.688.357.750	D010902	Pituitary Gland
A06.688.357.750.500	D010903	Pituitary Gland, Anterior
A06.688.357.750.500.500	D052680	Corticotrophs
A06.688.357.750.500.750	D052681	Gonadotrophs
A06.688.357.750.500.812	D052682	Lactotrophs
A06.688.357.750.500.937	D052683	Somatotrophs
A06.688.357.750.500.968	D052684	Thyrotrophs
A06.688.357.750.750	D052716	Pituitary Gland, Intermediate
A06.688.357.750.750.500	D052717	Melanotrophs
A06.688.357.750.875	D010904	Pituitary Gland, Posterior
A06.688.733	D010870	Pineal Gland
A07	D002319	Cardiovascular System
A07.025	D015824	Blood-Air Barrier
A07.030	D018916	Blood-Aqueous Barrier
A07.035	D001812	Blood-Brain Barrier
A07.037	D049428	Blood-Nerve Barrier
A07.040	D001813	Blood-Retinal Barrier
A07.045	D001814	Blood-Testis Barrier
A07.231	D001808	Blood Vessels
A07.231.057	D063194	Adventitia
A07.231.114	D001158	Arteries
A07.231.114.056	D001011	Aorta
A07.231.114.056.205	D001012	Aorta, Abdominal
A07.231.114.056.372	D001013	Aorta, Thoracic
A07.231.114.056.847	D012850	Sinus of Valsalva
A07.231.114.060	D001160	Arterioles
A07.231.114.085	D001366	Axillary Artery
A07.231.114.106	D001488	Basilar Artery
A07.231.114.139	D001916	Brachial Artery
A07.231.114.145	D016122	Brachiocephalic Trunk
A07.231.114.158	D001981	Bronchial Arteries
A07.231.114.186	D002339	Carotid Arteries
A07.231.114.186.200	D017536	Carotid Artery, Common
A07.231.114.186.200.210	D002342	Carotid Artery, External
A07.231.114.186.200.230	D002343	Carotid Artery, Internal
A07.231.114.186.456	D002346	Carotid Sinus
A07.231.114.207	D002445	Celiac Artery
A07.231.114.228	D002536	Cerebral Arteries
A07.231.114.228.100	D020771	Anterior Cerebral Artery
A07.231.114.228.351	D002941	Circle of Willis
A07.231.114.228.550	D020768	Middle Cerebral Artery
A07.231.114.228.700	D020769	Posterior Cerebral Artery
A07.231.114.228.868	D013699	Temporal Arteries
A07.231.114.248	D019842	Ciliary Arteries
A07.231.114.269	D003331	Coronary Vessels
A07.231.114.330	D019074	Epigastric Arteries
A07.231.114.351	D005263	Femoral Artery
A07.231.114.379	D024405	Gastroepiploic Artery
A07.231.114.407	D006499	Hepatic Artery
A07.231.114.444	D007083	Iliac Artery
A07.231.114.523	D008438	Maxillary Artery
A07.231.114.545	D008576	Meningeal Arteries
A07.231.114.565	D008638	Mesenteric Arteries
A07.231.114.565.510	D017537	Mesenteric Artery, Inferior
A07.231.114.565.755	D017538	Mesenteric Artery, Superior
A07.231.114.622	D009880	Ophthalmic Artery
A07.231.114.681	D011150	Popliteal Artery
A07.231.114.715	D011651	Pulmonary Artery
A07.231.114.740	D017534	Radial Artery
A07.231.114.745	D012077	Renal Artery
A07.231.114.765	D012161	Retinal Artery
A07.231.114.814	D013157	Splenic Artery
A07.231.114.839	D013348	Subclavian Artery
A07.231.114.891	D013895	Thoracic Arteries
A07.231.114.891.525	D008323	Mammary Arteries
A07.231.114.895	D016909	Tibial Arteries
A07.231.114.920	D017535	Ulnar Artery
A07.231.114.929	D014469	Umbilical Arteries
A07.231.114.940	D055988	Uterine Artery
A07.231.114.955	D014711	Vertebral Artery
A07.231.461	D055806	Microvessels
A07.231.461.080	D001160	Arterioles
A07.231.461.085	D001163	Arteriovenous Anastomosis
A07.231.461.165	D002196	Capillaries
A07.231.461.920	D014699	Venules
A07.231.611	D012171	Retinal Vessels
A07.231.611.647	D012161	Retinal Artery
A07.231.611.773	D012169	Retinal Vein
A07.231.700	D017539	Tunica Intima
A07.231.700.500	D004730	Endothelium, Vascular
A07.231.700.750	D020286	Pericytes
A07.231.733	D017540	Tunica Media
A07.231.733.500	D009131	Muscle, Smooth, Vascular
A07.231.765	D014650	Vasa Nervorum
A07.231.836	D014651	Vasa Vasorum
A07.231.908	D014680	Veins
A07.231.908.077	D001367	Axillary Vein
A07.231.908.106	D001401	Azygos Vein
A07.231.908.130	D016121	Brachiocephalic Veins
A07.231.908.155	D002550	Cerebral Veins
A07.231.908.194	D003331	Coronary Vessels
A07.231.908.194.500	D054326	Coronary Sinus
A07.231.908.224	D003392	Cranial Sinuses
A07.231.908.224.334	D002426	Cavernous Sinus
A07.231.908.224.667	D054063	Superior Sagittal Sinus
A07.231.908.224.833	D054064	Transverse Sinuses
A07.231.908.314	D005268	Femoral Vein
A07.231.908.380	D006503	Hepatic Veins
A07.231.908.427	D007084	Iliac Vein
A07.231.908.498	D007601	Jugular Veins
A07.231.908.641	D011152	Popliteal Vein
A07.231.908.670	D011168	Portal System
A07.231.908.670.385	D008642	Mesenteric Veins
A07.231.908.670.567	D011169	Portal Vein
A07.231.908.670.730	D013162	Splenic Vein
A07.231.908.670.874	D014471	Umbilical Veins
A07.231.908.713	D011667	Pulmonary Veins
A07.231.908.752	D012082	Renal Veins
A07.231.908.783	D012169	Retinal Vein
A07.231.908.819	D012501	Saphenous Vein
A07.231.908.877	D013350	Subclavian Vein
A07.231.908.949	D014684	Venae Cavae
A07.231.908.949.648	D014682	Vena Cava, Inferior
A07.231.908.949.815	D014683	Vena Cava, Superior
A07.231.908.950	D055422	Venous Valves
A07.231.908.952	D014699	Venules
A07.500	D060730	Glomerular Filtration Barrier
A07.541	D006321	Heart
A07.541.207	D004699	Endocardium
A07.541.278	D005318	Fetal Heart
A07.541.278.395	D004373	Ductus Arteriosus
A07.541.278.930	D014338	Truncus Arteriosus
A07.541.358	D006325	Heart Atria
A07.541.358.100	D020517	Atrial Appendage
A07.541.409	D006329	Heart Conduction System
A07.541.409.147	D001283	Atrioventricular Node
A07.541.409.273	D002036	Bundle of His
A07.541.409.683	D011690	Purkinje Fibers
A07.541.409.819	D012849	Sinoatrial Node
A07.541.459	D006346	Heart Septum
A07.541.459.249	D054087	Atrial Septum
A07.541.459.374	D054089	Endocardial Cushions
A07.541.459.500	D054085	Foramen Ovale
A07.541.459.750	D054088	Ventricular Septum
A07.541.510	D006351	Heart Valves
A07.541.510.110	D001021	Aortic Valve
A07.541.510.240	D002815	Chordae Tendineae
A07.541.510.507	D008943	Mitral Valve
A07.541.510.619	D010210	Papillary Muscles
A07.541.510.738	D011664	Pulmonary Valve
A07.541.510.893	D014261	Tricuspid Valve
A07.541.560	D006352	Heart Ventricles
A07.541.704	D009206	Myocardium
A07.541.704.500	D032386	Myoblasts, Cardiac
A07.541.704.570	D032383	Myocytes, Cardiac
A07.541.704.750	D010210	Papillary Muscles
A07.541.795	D010496	Pericardium
A07.541.795.500	D000069236	Pericardial Fluid
A08	D009420	Nervous System
A08.186	D002490	Central Nervous System
A08.186.211	D001921	Brain
A08.186.211.035	D001812	Blood-Brain Barrier
A08.186.211.132	D001933	Brain Stem
A08.186.211.132.659	D008636	Mesencephalon
A08.186.211.132.659.413	D065850	Cerebral Peduncle
A08.186.211.132.659.413.437	D065843	Cerebral Crus
A08.186.211.132.659.413.656	D013378	Substantia Nigra
A08.186.211.132.659.413.656.249	D065842	Pars Compacta
A08.186.211.132.659.413.656.500	D065841	Pars Reticulata
A08.186.211.132.659.413.875	D013681	Tegmentum Mesencephali
A08.186.211.132.659.413.875.187	D002535	Cerebral Aqueduct
A08.186.211.132.659.413.875.284	D066265	Midbrain Reticular Formation
A08.186.211.132.659.413.875.284.500	D045042	Pedunculopontine Tegmental Nucleus
A08.186.211.132.659.413.875.381	D065838	Oculomotor Nuclear Complex
A08.186.211.132.659.413.875.381.500	D065839	Edinger-Westphal Nucleus
A08.186.211.132.659.413.875.595	D010487	Periaqueductal Gray
A08.186.211.132.659.413.875.618	D011903	Raphe Nuclei
A08.186.211.132.659.413.875.618.249	D065847	Dorsal Raphe Nucleus
A08.186.211.132.659.413.875.618.436	D066268	Interpeduncular Nucleus
A08.186.211.132.659.413.875.618.624	D066267	Midbrain Raphe Nuclei
A08.186.211.132.659.413.875.642	D012012	Red Nucleus
A08.186.211.132.659.413.875.820	D017557	Ventral Tegmental Area
A08.186.211.132.659.473	D008125	Locus Coeruleus
A08.186.211.132.659.800	D003336	Tectum Mesencephali
A08.186.211.132.659.800.407	D007245	Inferior Colliculi
A08.186.211.132.659.800.611	D066243	Posterior Cerebellar Commissure
A08.186.211.132.659.800.662	D066250	Pretectal Region
A08.186.211.132.659.800.713	D013351	Subcommissural Organ
A08.186.211.132.659.800.816	D013477	Superior Colliculi
A08.186.211.132.772	D012154	Reticular Formation
A08.186.211.132.772.322	D066265	Midbrain Reticular Formation
A08.186.211.132.772.322.500	D045042	Pedunculopontine Tegmental Nucleus
A08.186.211.132.772.646	D012125	Respiratory Center
A08.186.211.132.810	D012249	Rhombencephalon
A08.186.211.132.810.428	D020540	Metencephalon
A08.186.211.132.810.428.200	D002531	Cerebellum
A08.186.211.132.810.428.200.212	D002525	Cerebellar Cortex
A08.186.211.132.810.428.200.212.299	D065814	Cerebellar Vermis
A08.186.211.132.810.428.200.212.600	D011689	Purkinje Cells
A08.186.211.132.810.428.200.337	D002529	Cerebellar Nuclei
A08.186.211.132.810.428.200.462	D002530	Cerebellopontine Angle
A08.186.211.132.810.428.600	D011149	Pons
A08.186.211.132.810.428.600.067	D065835	Barrington's Nucleus
A08.186.211.132.810.428.600.135	D017626	Cochlear Nucleus
A08.186.211.132.810.428.600.392	D065836	Kolliker-Fuse Nucleus
A08.186.211.132.810.428.600.521	D065837	Middle Cerebellar Peduncle
A08.186.211.132.810.428.600.650	D065821	Pontine Tegmentum
A08.186.211.132.810.428.600.650.249	D065827	Abducens Nucleus
A08.186.211.132.810.428.600.650.374	D065828	Facial Nucleus
A08.186.211.132.810.428.600.650.437	D008125	Locus Coeruleus
A08.186.211.132.810.428.600.650.500	D065823	Parabrachial Nucleus
A08.186.211.132.810.428.600.650.562	D011903	Raphe Nuclei
A08.186.211.132.810.428.600.650.562.500	D065846	Nucleus Raphe Magnus
A08.186.211.132.810.428.600.650.625	D065832	Superior Olivary Complex
A08.186.211.132.810.428.600.650.687	D065833	Trapezoid Body
A08.186.211.132.810.428.600.650.718	D066266	Trigeminal Motor Nucleus
A08.186.211.132.810.428.600.650.750	D014279	Trigeminal Nucleus, Spinal
A08.186.211.132.810.428.600.800	D014726	Vestibular Nuclei
A08.186.211.132.810.428.600.800.800	D003689	Vestibular Nucleus, Lateral
A08.186.211.132.810.591	D054024	Myelencephalon
A08.186.211.132.810.591.500	D008526	Medulla Oblongata
A08.186.211.132.810.591.500.286	D031608	Area Postrema
A08.186.211.132.810.591.500.574	D009847	Olivary Nucleus
A08.186.211.132.810.591.500.662	D011903	Raphe Nuclei
A08.186.211.132.810.591.500.662.436	D065849	Nucleus Raphe Obscurus
A08.186.211.132.810.591.500.662.624	D065848	Nucleus Raphe Pallidus
A08.186.211.132.810.591.500.750	D017552	Solitary Nucleus
A08.186.211.132.810.591.500.875	D014279	Trigeminal Nucleus, Spinal
A08.186.211.132.810.591.500.875.500	D014275	Trigeminal Caudal Nucleus
A08.186.211.132.810.753	D065844	Tectospinal Fibers
A08.186.211.132.931	D014278	Trigeminal Nuclei
A08.186.211.132.931.459	D066266	Trigeminal Motor Nucleus
A08.186.211.132.931.920	D014279	Trigeminal Nucleus, Spinal
A08.186.211.132.931.920.927	D014275	Trigeminal Caudal Nucleus
A08.186.211.168	D066128	Gray Matter
A08.186.211.204	D066127	White Matter
A08.186.211.276	D002552	Cerebral Ventricles
A08.186.211.276.187	D002535	Cerebral Aqueduct
A08.186.211.276.298	D002831	Choroid Plexus
A08.186.211.276.460	D004805	Ependyma
A08.186.211.276.500	D020546	Fourth Ventricle
A08.186.211.276.650	D020547	Lateral Ventricles
A08.186.211.276.814	D012688	Septum Pellucidum
A08.186.211.276.840	D020542	Third Ventricle
A08.186.211.464	D008032	Limbic System
A08.186.211.464.090	D000679	Amygdala
A08.186.211.464.090.500	D066272	Basolateral Nuclear Complex
A08.186.211.464.090.750	D066274	Central Amygdaloid Nucleus
A08.186.211.464.090.875	D066276	Corticomedial Nuclear Complex
A08.186.211.464.090.875.500	D066277	Periamygdaloid Cortex
A08.186.211.464.200	D019261	Epithalamus
A08.186.211.464.200.360	D019262	Habenula
A08.186.211.464.200.680	D010870	Pineal Gland
A08.186.211.464.405	D006624	Hippocampus
A08.186.211.464.405.099	D056547	CA1 Region, Hippocampal
A08.186.211.464.405.149	D056651	CA2 Region, Hippocampal
A08.186.211.464.405.174	D056654	CA3 Region, Hippocampal
A08.186.211.464.405.200	D018891	Dentate Gyrus
A08.186.211.464.405.200.500	D019599	Mossy Fibers, Hippocampal
A08.186.211.464.405.600	D020712	Fornix, Brain
A08.186.211.464.497	D007031	Hypothalamus
A08.186.211.464.497.300	D007026	Hypothalamic Area, Lateral
A08.186.211.464.497.342	D007032	Hypothalamus, Anterior
A08.186.211.464.497.342.063	D007025	Anterior Hypothalamic Nucleus
A08.186.211.464.497.342.231	D066278	Organum Vasculosum
A08.186.211.464.497.342.400	D010286	Paraventricular Hypothalamic Nucleus
A08.186.211.464.497.342.450	D011301	Preoptic Area
A08.186.211.464.497.342.625	D013493	Suprachiasmatic Nucleus
A08.186.211.464.497.342.650	D013495	Supraoptic Nucleus
A08.186.211.464.497.352	D007033	Hypothalamus, Middle
A08.186.211.464.497.352.081	D001111	Arcuate Nucleus of Hypothalamus
A08.186.211.464.497.352.270	D004302	Dorsomedial Hypothalamic Nucleus
A08.186.211.464.497.352.435	D007030	Hypothalamo-Hypophyseal System
A08.186.211.464.497.352.435.249	D008473	Median Eminence
A08.186.211.464.497.352.435.500	D010902	Pituitary Gland
A08.186.211.464.497.352.435.500.500	D010903	Pituitary Gland, Anterior
A08.186.211.464.497.352.435.500.500.500	D052680	Corticotrophs
A08.186.211.464.497.352.435.500.500.750	D052681	Gonadotrophs
A08.186.211.464.497.352.435.500.500.812	D052682	Lactotrophs
A08.186.211.464.497.352.435.500.500.937	D052683	Somatotrophs
A08.186.211.464.497.352.435.500.500.968	D052684	Thyrotrophs
A08.186.211.464.497.352.435.500.750	D052716	Pituitary Gland, Intermediate
A08.186.211.464.497.352.435.500.750.500	D052717	Melanotrophs
A08.186.211.464.497.352.435.500.875	D010904	Pituitary Gland, Posterior
A08.186.211.464.497.352.870	D014371	Tuber Cinereum
A08.186.211.464.497.352.953	D014697	Ventromedial Hypothalamic Nucleus
A08.186.211.464.497.362	D007034	Hypothalamus, Posterior
A08.186.211.464.497.362.500	D008326	Mammillary Bodies
A08.186.211.464.590	D065726	Limbic Lobe
A08.186.211.464.590.500	D006179	Gyrus Cinguli
A08.186.211.464.590.750	D020534	Parahippocampal Gyrus
A08.186.211.464.590.750.225	D018728	Entorhinal Cortex
A08.186.211.464.590.750.612	D066277	Periamygdaloid Cortex
A08.186.211.464.699	D009833	Olfactory Pathways
A08.186.211.464.710	D020534	Parahippocampal Gyrus
A08.186.211.464.710.225	D018728	Entorhinal Cortex
A08.186.211.464.710.612	D066277	Periamygdaloid Cortex
A08.186.211.464.730	D019580	Perforant Pathway
A08.186.211.464.750	D020665	Septum of Brain
A08.186.211.464.750.800	D012686	Septal Nuclei
A08.186.211.464.750.900	D012688	Septum Pellucidum
A08.186.211.464.820	D013377	Substantia Innominata
A08.186.211.730	D016548	Prosencephalon
A08.186.211.730.317	D004027	Diencephalon
A08.186.211.730.317.200	D019261	Epithalamus
A08.186.211.730.317.200.360	D019262	Habenula
A08.186.211.730.317.200.620	D010870	Pineal Gland
A08.186.211.730.317.357	D007031	Hypothalamus
A08.186.211.730.317.357.300	D007026	Hypothalamic Area, Lateral
A08.186.211.730.317.357.342	D007032	Hypothalamus, Anterior
A08.186.211.730.317.357.342.063	D007025	Anterior Hypothalamic Nucleus
A08.186.211.730.317.357.342.315	D066278	Organum Vasculosum
A08.186.211.730.317.357.342.400	D010286	Paraventricular Hypothalamic Nucleus
A08.186.211.730.317.357.342.450	D011301	Preoptic Area
A08.186.211.730.317.357.342.625	D013493	Suprachiasmatic Nucleus
A08.186.211.730.317.357.342.650	D013495	Supraoptic Nucleus
A08.186.211.730.317.357.352	D007033	Hypothalamus, Middle
A08.186.211.730.317.357.352.081	D001111	Arcuate Nucleus of Hypothalamus
A08.186.211.730.317.357.352.270	D004302	Dorsomedial Hypothalamic Nucleus
A08.186.211.730.317.357.352.435	D007030	Hypothalamo-Hypophyseal System
A08.186.211.730.317.357.352.435.249	D008473	Median Eminence
A08.186.211.730.317.357.352.435.500	D010902	Pituitary Gland
A08.186.211.730.317.357.352.435.500.500	D010903	Pituitary Gland, Anterior
A08.186.211.730.317.357.352.435.500.500.500	D052680	Corticotrophs
A08.186.211.730.317.357.352.435.500.500.750	D052681	Gonadotrophs
A08.186.211.730.317.357.352.435.500.500.812	D052682	Lactotrophs
A08.186.211.730.317.357.352.435.500.500.937	D052683	Somatotrophs
A08.186.211.730.317.357.352.435.500.500.968	D052684	Thyrotrophs
A08.186.211.730.317.357.352.435.500.750	D052716	Pituitary Gland, Intermediate
A08.186.211.730.317.357.352.435.500.750.500	D052717	Melanotrophs
A08.186.211.730.317.357.352.435.500.875	D010904	Pituitary Gland, Posterior
A08.186.211.730.317.357.352.870	D014371	Tuber Cinereum
A08.186.211.730.317.357.352.953	D014697	Ventromedial Hypothalamic Nucleus
A08.186.211.730.317.357.362	D007034	Hypothalamus, Posterior
A08.186.211.730.317.357.362.500	D008326	Mammillary Bodies
A08.186.211.730.317.578	D009897	Optic Chiasm
A08.186.211.730.317.689	D065866	Optic Tract
A08.186.211.730.317.800	D020530	Subthalamus
A08.186.211.730.317.800.240	D020392	Entopeduncular Nucleus
A08.186.211.730.317.800.800	D020531	Subthalamic Nucleus
A08.186.211.730.317.800.900	D065820	Zona Incerta
A08.186.211.730.317.826	D013788	Thalamus
A08.186.211.730.317.826.701	D013787	Thalamic Nuclei
A08.186.211.730.317.826.701.080	D020643	Anterior Thalamic Nuclei
A08.186.211.730.317.826.701.444	D005829	Geniculate Bodies
A08.186.211.730.317.826.701.460	D020646	Intralaminar Thalamic Nuclei
A08.186.211.730.317.826.701.485	D020647	Lateral Thalamic Nuclei
A08.186.211.730.317.826.701.485.600	D020649	Pulvinar
A08.186.211.730.317.826.701.490	D020645	Mediodorsal Thalamic Nucleus
A08.186.211.730.317.826.701.500	D020644	Midline Thalamic Nuclei
A08.186.211.730.317.826.701.700	D020656	Posterior Thalamic Nuclei
A08.186.211.730.317.826.701.900	D020651	Ventral Thalamic Nuclei
A08.186.211.730.885	D013687	Telencephalon
A08.186.211.730.885.287	D054022	Cerebrum
A08.186.211.730.885.287.249	D001479	Basal Ganglia
A08.186.211.730.885.287.249.152	D000679	Amygdala
A08.186.211.730.885.287.249.152.500	D066272	Basolateral Nuclear Complex
A08.186.211.730.885.287.249.152.750	D066274	Central Amygdaloid Nucleus
A08.186.211.730.885.287.249.152.875	D066276	Corticomedial Nuclear Complex
A08.186.211.730.885.287.249.152.875.500	D066277	Periamygdaloid Cortex
A08.186.211.730.885.287.249.487	D003342	Corpus Striatum
A08.186.211.730.885.287.249.487.397	D005917	Globus Pallidus
A08.186.211.730.885.287.249.487.550	D017072	Neostriatum
A08.186.211.730.885.287.249.487.550.184	D002421	Caudate Nucleus
A08.186.211.730.885.287.249.487.550.484	D053400	High Vocal Center
A08.186.211.730.885.287.249.487.550.784	D011699	Putamen
A08.186.211.730.885.287.249.487.775	D066328	Ventral Striatum
A08.186.211.730.885.287.249.487.775.500	D009714	Nucleus Accumbens
A08.186.211.730.885.287.249.487.775.750	D066208	Olfactory Tubercle
A08.186.211.730.885.287.249.487.775.750.500	D020670	Islands of Calleja
